experimentId;device_id;motion_tag;userPhoneLocation;timestamp;x;y;z;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598369222;0.13886794;10.02722300;-0.13407940;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598369473;0.68955110;9.92426900;0.41420954;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598369852;1.41022790;9.50048300;0.22266756;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598369342;0.68476260;9.85722900;0.41181526;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598369592;1.19474320;10.29777600;0.91221870;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598369082;-0.20111908;9.83089300;-0.76856220;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598369332;0.72785956;9.86441200;0.40942100;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598369072;-0.21309046;9.81652600;-0.75419660;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598369842;1.45093050;9.49569400;0.17717634;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598369582;1.12530910;10.29059300;0.82123625;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598369832;1.40065070;9.50766600;0.08619389;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598369322;0.74461950;9.90272000;0.40702670;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598369572;1.12052060;10.27622800;0.83320760;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598369062;-0.21787901;9.81173800;-0.88109314;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598369312;0.69673395;9.89074900;0.41181526;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598369053;-0.22027329;9.80695000;-1.18516600;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598369822;1.42698780;9.53879100;-0.00239427;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598369562;1.14685760;10.26186200;0.83799620;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598369302;0.59378016;9.84046900;0.43815228;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598369552;1.11812640;10.19003400;0.83320760;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598369811;1.42459360;9.53879100;-0.04549122;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598369042;-0.19393626;9.82370950;-1.06305800;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598369293;0.44533512;9.88117200;0.37829542;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598369032;-0.14844504;9.83807600;-0.90024734;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598369802;1.48684470;9.53639700;0.03830840;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598369542;0.99362403;10.13257100;0.79489920;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598369027;-0.09816527;9.85244100;-0.73025380;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598369282;0.38068968;9.83807600;0.55786604;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598369662;1.94893970;9.97454900;0.84996754;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598369402;0.79729350;9.80934400;0.54589470;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598369653;2.01119100;9.98412600;0.93616146;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598369142;-0.26097596;9.81892100;1.53233590;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598369905;1.65444390;9.62977300;0.41899810;
windaJazdaPoPietrachPostoje;SM-G935F;Stoi;W rece;1616598369392;0.77095650;9.82849800;0.53631760;
